0	119	0	173	197	11	0	13	0
0	119	0	196	272	56	0	25	0
0	107	0	200	124	0	0	0	0
0	91	0	152	0	0	0	0	0
0	0	0	0	26	0	0	0	0
0	0	0	0	23	0	0	0	0
7	0	0	0	26	0	0	0	0
0	59	158	61	70	0	124	0	0
0	27	0	25	23	0	0	0	0
0	10	0	11	0	0	0	0	0
16	0	0	0	0	0	0	0	0
0	17	0	18	37	0	0	0	0
0	19	0	17	0	0	0	0	0
0	0	0	0	25	0	0	0	0
0	12	0	11	0	0	0	0	0
0	13	0	12	0	0	0	0	0
0	11	0	12	0	0	0	0	0
183	0	0	0	0	0	0	0	0
0	30	0	37	0	0	0	0	0
0	12	0	11	0	0	0	0	0
23	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0
0	82	0	81	46	11	0	11	0
0	30	0	66	0	0	0	0	0
0	0	0	0	0	190	0	146	0
0	0	0	0	0	12	0	12	0
0	12	0	13	23	0	0	0	0
0	11	0	12	0	0	0	0	0
0	31	0	31	0	0	0	0	0
0	98	0	104	0	0	0	0	0
0	32	0	30	0	0	0	0	0
0	24	0	25	0	0	0	0	0
0	35	0	39	0	0	0	0	0
26	17	0	18	0	0	0	0	0
0	26	0	32	69	0	0	0	0
0	38	0	35	0	0	0	0	0
314	18	0	17	0	0	0	0	0
6	44	0	45	0	0	0	0	0
0	31	0	20	0	0	0	0	0
0	103	0	182	42	0	0	0	0
25	0	0	0	52	0	0	0	0
46	35	0	37	0	0	0	0	0
211	18	0	17	25	0	0	0	0
24	49	0	48	73	10	0	11	0
23	366	0	448	0	123	0	102	0
17	348	0	497	0	24	0	25	0
35	91	0	93	84	12	0	12	0
227	56	0	61	159	0	0	0	0
23	35	0	36	52	0	0	0	0
0	104	0	101	100	11	0	11	0
335	12	0	14	76	0	0	0	0
363	25	0	26	47	0	0	0	0
218	29	0	32	0	0	0	0	0
216	193	0	228	26	0	0	0	0
23	74	93	75	58	0	81	0	0
0	36	41	51	58	0	39	0	0
0	50	0	51	26	0	0	0	0
29	237	0	285	0	0	0	0	0
0	215	0	264	0	0	0	0	0
0	10	0	16	0	0	0	0	0
0	94	0	95	51	0	0	0	0
25	29	0	45	0	0	0	0	0
0	13	0	12	0	0	0	0	0
23	11	0	11	48	0	0	0	0
185	25	0	27	0	0	0	0	0
267	0	0	0	0	0	0	0	0
101	31	0	26	23	0	0	0	0
301	59	0	82	0	0	0	0	0
429	26	0	26	0	0	0	0	0
0	44	0	47	0	0	0	0	0
0	42	0	46	0	0	0	0	0
0	96	0	137	0	0	0	0	0
0	58	0	61	25	0	0	0	0
0	12	0	11	0	0	0	0	0
293	22	0	17	0	0	0	0	0
0	25	0	23	0	0	0	0	0
0	49	0	54	15	0	0	0	0
0	68	0	70	251	0	0	0	0
0	72	0	72	160	0	0	0	0
0	28	0	23	35	0	0	0	0
0	23	0	25	0	0	0	0	0
393	0	0	0	23	0	0	0	0
0	13	0	12	23	0	0	0	0
0	14	0	14	51	0	0	0	0
26	27	0	33	0	0	0	0	0
0	1	0	1	0	0	0	0	0
0	25	0	24	0	0	0	0	0
0	39	0	36	50	0	0	0	0
31	13	0	12	0	0	0	0	0
0	12	0	12	25	0	0	0	0
0	1	0	1	0	0	0	0	0
0	25	0	28	0	0	0	0	0
0	54	0	51	0	0	0	0	0
0	34	0	31	0	0	0	0	0
0	152	0	171	0	0	0	0	0
62	13	0	13	0	0	0	0	0
0	130	0	228	0	0	0	0	0
140	37	0	55	0	0	0	0	0
0	23	0	24	0	0	0	0	0
13	138	0	138	0	0	0	0	0
210	9	0	12	0	0	0	0	0
176	202	0	221	0	0	0	0	0
28	31	0	39	0	0	0	0	0
0	159	0	173	0	0	0	0	0
168	37	209	51	0	9	159	10	0
0	0	7	0	0	0	5	0	0
138	5	0	5	0	0	0	0	0
0	100	0	126	0	0	0	0	0
99	11	0	13	0	0	0	0	0
41	0	0	0	0	0	0	0	0
0	17	0	17	0	0	0	0	0
162	11	0	12	0	0	0	0	0
24	9	0	19	0	0	0	0	0
2	44	0	40	0	0	0	0	0
0	131	0	164	25	0	0	0	0
17	36	0	50	0	0	0	0	0
144	54	0	54	0	0	0	0	0
6	17	0	18	0	0	0	0	0
0	67	0	71	0	0	0	0	0
0	3	0	3	49	0	0	0	0
159	3	0	2	0	0	0	0	0
0	66	0	80	0	0	0	0	0
3	43	0	59	0	0	0	0	0
7	46	0	46	0	0	0	0	0
0	249	0	214	103	17	0	12	0
470	15	0	18	0	0	0	0	0
104	0	0	0	0	0	0	0	0
3	55	0	57	0	0	0	0	0
5	149	0	272	0	0	0	0	0
120	53	0	54	0	0	0	0	0
111	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0	0
112	148	0	188	89	0	0	0	0
0	110	0	140	93	26	0	22	0
0	167	0	208	177	0	0	0	0
0	66	0	90	0	0	0	0	0
0	16	0	17	0	0	0	0	0
10	4	0	6	0	0	0	0	0
87	41	0	52	12	0	0	0	0
0	38	0	61	25	0	0	0	0
28	49	0	73	0	0	0	0	0
0	5	0	6	0	0	0	0	0
0	41	0	52	0	0	0	0	0
110	12	0	15	0	0	0	0	0
0	56	0	51	0	0	0	0	0
62	0	0	0	8	0	0	0	0
0	65	0	98	0	0	0	0	0
0	29	0	48	0	0	0	0	0
0	1	0	2	0	0	0	0	0
0	1	0	1	0	0	0	0	0
0	72	0	80	0	0	0	0	0
0	48	0	70	0	0	0	0	0
126	36	0	18	0	0	0	0	0
0	74	0	44	0	0	0	0	0
0	83	0	65	0	0	0	0	0
0	82	10	115	0	0	17	0	0
0	30	0	29	56	0	0	0	0
0	16	0	15	25	0	0	0	0
0	51	0	86	25	0	0	0	0
0	36	7	36	0	0	8	0	0
0	45	0	26	0	1	0	1	0
0	140	0	127	0	0	0	0	0
0	72	8	107	0	0	11	0	0
0	59	0	69	0	0	0	0	0
0	78	0	79	0	0	0	0	0
108	47	0	87	0	0	0	0	0
27	12	5	22	70	0	5	0	0
0	6	0	10	0	0	0	0	0
0	19	0	24	0	0	0	0	0
0	29	0	30	0	0	0	0	0
0	29	0	26	24	0	0	0	0
125	56	0	115	0	0	0	0	0
0	65	0	79	0	0	0	0	0
0	239	0	291	0	0	0	0	0
2	181	0	187	0	0	0	0	0
0	60	0	30	0	0	0	0	0
0	93	0	48	0	0	0	0	0
0	61	0	32	0	0	0	0	0
0	160	0	91	0	0	0	0	0
0	44	0	81	25	0	0	0	0
0	70	0	49	0	0	0	0	0
22	92	0	72	0	0	0	0	0
0	14	0	14	0	0	0	0	0
0	170	0	220	85	12	0	12	0
0	279	0	209	0	0	0	0	0
0	22	0	30	0	0	0	0	0
2	12	0	33	0	0	0	0	0
0	35	0	71	0	0	0	0	0
0	116	0	135	0	0	0	0	0
0	265	0	303	0	0	0	0	0
0	32	0	32	0	0	0	0	0
0	73	0	89	29	0	0	0	0
0	118	0	131	0	0	0	0	0
0	39	0	49	22	0	0	0	0
0	11	0	12	0	0	0	0	0
0	15	0	19	0	0	0	0	0
0	163	0	210	0	0	0	0	0
11	61	0	98	0	0	0	0	0
0	14	0	17	0	0	0	0	0
9	74	0	129	23	0	0	0	0
25	25	0	29	0	0	0	0	0
0	281	0	392	0	0	0	0	0
9	94	0	147	0	0	0	0	0
0	292	0	348	0	0	0	0	0
0	50	0	60	0	0	0	0	0
26	50	0	48	0	0	0	0	0
9	55	0	94	0	0	0	0	0
23	107	0	172	0	0	0	0	0
27	104	0	155	0	0	0	0	0
0	180	0	229	0	0	0	0	0
39	181	0	264	0	0	0	0	0
0	23	0	27	12	0	0	0	0
9	121	0	197	12	0	0	0	0
0	217	0	280	25	0	0	0	0
23	71	12	69	54	137	13	119	0
0	170	0	178	32	3	0	3	0
0	307	0	334	72	0	0	0	0
0	215	0	227	0	0	0	0	0
0	268	0	284	0	0	0	0	0
753	257	0	297	27	0	0	0	0
441	64	0	46	12	0	0	0	0
0	0	0	0	73	0	0	0	0
35	79	0	135	0	0	0	0	0
0	59	0	84	94	0	0	0	0
0	68	0	91	64	0	0	0	0
0	60	0	71	0	0	0	0	0
23	212	0	313	0	0	0	0	0
9	197	0	268	0	0	0	0	0
0	40	0	49	23	0	0	0	0
0	55	0	75	0	0	0	0	0
9	142	0	241	25	0	0	0	0
23	0	0	0	0	1	0	1	0
0	88	0	174	0	0	0	0	0
0	264	0	322	24	0	0	0	0
7	145	0	203	46	0	0	0	0
2	16	0	28	8	0	0	0	0
9	58	0	87	0	0	0	0	0
49	157	0	236	0	0	0	0	0
9	19	0	34	0	0	0	0	0
0	114	0	141	25	0	0	0	0
0	94	0	122	26	0	0	0	0
51	55	0	93	0	0	0	0	0
187	122	0	124	0	0	0	0	0
0	33	0	40	0	0	0	0	0
9	117	0	185	0	0	0	0	0
0	193	0	250	0	0	0	0	0
0	82	0	150	0	0	0	0	0
0	126	0	152	0	0	0	0	0
0	40	0	49	0	0	0	0	0
7	152	0	217	69	0	0	0	0
58	46	0	45	0	0	0	0	0
23	25	0	20	0	0	0	0	0
0	16	0	20	0	0	0	0	0
0	72	0	95	0	0	0	0	0
0	262	0	331	0	0	0	0	0
0	459	0	470	0	0	0	0	0
0	10	0	13	0	0	0	0	0
0	105	0	119	0	0	0	0	0
0	2	0	3	0	0	0	0	0
0	14	0	23	0	0	0	0	0
0	246	0	319	0	36	0	38	0
23	168	0	197	0	0	0	0	0
0	18	0	19	0	0	0	0	0
0	1	0	1	0	0	0	0	0
0	6	0	7	0	0	0	0	0
0	43	0	48	0	0	0	0	0
0	17	0	19	0	0	0	0	0
0	3	0	2	81	0	0	0	0
0	17	0	19	0	0	0	0	0
0	32	0	19	35	0	0	0	0
0	17	0	16	53	10	0	9	0
0	225	0	274	0	0	0	0	0
23	195	0	200	73	0	0	0	0
0	18	0	20	13	0	0	0	0
